"Symbol";"Value";"Unit";
"TraceParts.PartNumber";"10-21092016-091377";"";
"REFERENCE";"6309";"";
"TraceParts.PartTitle";"Single row deep groove ball bearing, Bore Ø 45 mm, Outside Ø 100 mm";"";
"TraceParts.InstanceId";"10-21092016-091377AM39X7R7STFE0VMGYNRH0WUV7";"";
"SUPPLIER";"SKF";"";
"DESIGN";"Single row deep groove ball bearing, Bore Ø 45 mm, Outside Ø 100 mm";"";
"TraceParts.PartVersion";"1.3.2";"";
"TraceParts.PartLanguage";"en";"";
"MASS";"0.835";"";
