"Symbol";"Value";"Unit";
"TraceParts.PartNumber";"80-19122007-996302";"";
"REFERENCE";"RK 1200-25";"";
"TraceParts.PartTitle";"Rutschkupplung Typ RK";"";
"TraceParts.InstanceId";"80-19122007-9963023431VUCM9504D1DXMLG7KBNNN";"";
"SUPPLIER";"Technische Antriebselemente GmbH - Germany";"";
"DESIGN";"Rutschkupplung Typ RK";"";
"TraceParts.PartVersion";"1.1.6";"";
"TraceParts.PartLanguage";"de";"";
